40,J02459.1,V01146.1,X51522.1,AF063097.1,AF064539.1,U32222.1,U02303.1,AF125520.1,AP000363.1,AF083977.1,AF069308.1,AF069529.1,AF335538.1,AJ298298.1,AP004402.1,AF527608.1,AY055382.1,BK000583.1,AF158101.6,AP005153.1,AP005154.1,AF503408.1,AF547987.1,AY135486.1,AB102868.1,AJ556162.1,AY736146.1,DQ904452.1,AB255436.1,AB285204.1,CP000711.1,DQ126339.2,EU311208.1,AB362338.2,AB426868.1,AM491472.1,EU734174.1,EU570103.1,EU078592.1,FJ184280.1,FJ188381.1,FM180578.1,FJ230960.1,FJ000341.1,FJ839692.1,FJ839693.1,GQ357916.1,GU071091.1,GU169904.1,GU573886.1,AP011113.1,HM137666.1,FR667955.1,HM208303.1,HM173637.1,HM770079.1,HM208537.1,HQ110083.1,HQ110084.1,HM035025.1,JN202312.1,HM997020.1,JF314845.1,JF912400.1,JF461087.1,JF719729.1,JF719730.1,JF719731.1,JF719732.1,JF719734.1,JN600960.1,JF974339.1,JN627160.1,JQ011317.1,JQ011318.1,JF900176.1,JN391180.1,JQ288021.1,JQ177065.1,JQ086377.1,JQ086374.1,JQ086372.1,JQ086369.1,JQ086376.1,JQ691610.1,JN986846.1,JQ086370.1,JQ086371.1,JQ086373.1,JQ806763.1,JQ806764.1,JQ182726.1,JQ182727.1,JQ182728.1,JQ182730.1,JQ182731.1,JQ182732.1,JQ182733.1,JQ182734.1,JX128259.1,HE956711.1,JX434033.1,JX509734.1,JX536493.1,JX181825.1,JX880034.1,JX871397.1,JX872508.1,JX000007.1,JQ957925.1,KC139521.1,KC618326.1,KC736978.1,KF208315.1,KF030445.1,KC911856.1,KC911857.1,KF322032.1,KC814930.1,AP013552.1,AP013553.1,AP013556.1,AP013557.1,AP013558.1,AP013561.1,AP013562.1,AP013564.1,KF971864.1,KF925357.1,KJ419279.1,KF562341.1,KJ477684.1,KJ477685.1,KJ477686.1,KJ603229.1,KJ909655.1,KM190144.1,KJ832078.1,KM242061.1,KM360178.1,KM407600.1,LK985321.1,LK985322.1,KM501444.1,KJ668714.2,KM606994.1,KM606995.1,KM606996.1,KM606997.1,KM606998.1,KM606999.1,KM607000.1,KM607001.1,KM607002.1,KM607003.1,KM607004.1,KM657822.1,KM236242.1,KP010268.1,KP063541.1,KP797973.1,KP719132.1,KP719134.1,KR014248.1,KP869101.1,KP869104.1,KP869108.1,KP869109.1,KJ000058.2,KF766125.2,KF582788.2,JQ067084.3,Pathogen
AP012306.1,0,0,0,0,0,0,0.024836601,0,0,0,0,0,0,0,0,0.000167926,0,0.000167926,0.000580469,0,0,0,0,0,0.000169565,0,0.000149541,0.000542927,0,0,0.001496969,0,0,0.000168184,0.000168184,0,0,0,0,0,0,0,0,0,0.000580552,0.000570274,0,0,0,0.000171287,0.000812445,0.000586333,0,0,0.000245754,0,0.000100935,0.000278493,0.00030494,0.000572745,0.00057675,0.000576975,0,0,0,0,0,0,0,0,0,0,2.11E-05,0,0.000847655,0.000174611,0,0,0,0,0,0.000230846,0,0,0,0.000537834,0,0,0.000231214,0,0,0.000232438,0,0,0,0,0,0.000204494,0.000210901,0.000557741,0.000540119,0,0.000443286,0,0,0,0,0,0,0,0,0.002214875,0.000217202,0.000548468,0,0,0,0,0.000428007,0,0,0,0,0,0,0,0,0,0.000329464,0,0.000161417,0.000586326,0.000593732,0.000597862,0,0,0,0,0,0,0.000136079,0,0,0.000581998,0.000552296,0.000570197,0.000570224,0.000570224,0.00057022,0.00057022,0.0005702,0.000575304,0.000542806,0.000290247,0.000586236,0.000570251,0,0,0,0,0,0,0,0,0,0.000243262,0,0,0,0,0,0,0
BA000007.3,0.306460599,0,0,0,0,0,0.02875817,0.833935077,0.972722484,0,0.056740028,0.059405941,0.058053218,0.005994922,0.805422257,0.006693055,0,0.006693055,0.000586392,0.915518686,0.998272276,0.003326084,0.069403138,0,0.015309336,0.45547096,0.005725272,0.000699773,0.340437549,0.224278959,0.014745141,0.003148598,0.776733106,0.006703347,0.006703347,0,0,0.011729659,0.315883971,0.573056558,0.558785018,0.593850849,0,0.010113348,0.000737784,0.000724724,0,0,0,0.019698045,0.000567517,0.00074032,0,0.65950505,0.041505106,0,0.000605608,0.000139247,0.00030494,0.000663178,0.000732953,0.000733239,0.001898477,0,0,0,0,0,0,0,0.064722222,0.064722222,2.11E-05,0.005788356,0.508310341,0.00770785,0,0.00114322,0,0.042420883,0.045468142,0.023418062,0.083661204,0.301672653,0,0.000693208,0.038504094,0.000419176,0.05253693,0.015172101,0.022324159,0.042820248,0.016518975,0.244294034,0.000902201,0.06209394,0.068109967,0.03880848,0.019777851,0.000713669,0.000696153,0,0.148709257,0,0,0,0.000325302,0,0,0,0.000269333,0.012839855,0.015107636,0.000637892,0.174636394,0,0,0.000238173,0.020443616,0,0,0,0,0,0,0,0,0.041813453,0.000419317,0,0.000316855,0.000740311,0.000749661,0.000754877,0.179194995,0.941779754,0,0.042322301,0,0,0.000230743,0,0,0.000739623,0.000706701,0.000326675,0.000326691,0.000326691,0.000326689,0.000326689,0.000326677,0.000720644,0.000699617,0.000444255,0.000740197,0.000724694,0,0,0,0.126404966,0,0,0,0,0,9.36E-05,0.006469926,0,0,0.360806102,0,0,1
CM000662.1,0.154798506,0,0,0,0,0.00022887,0.02590612,0.710003104,0.691584631,0,0.017243073,0.019020986,0.024883684,0.005242618,0.684931283,0.01081924,0,0.01081924,0,0.721836769,0.679843225,0.000344417,0.041816224,0,0.011167095,0.414416932,0.00491348,0,0.323809366,0.028117411,0.020184127,0.006476386,0.642547447,0.010835876,0.010835876,0,0,0.009914355,0.188010073,0.581924113,0.406297991,0.459520135,0,0.010406488,0,0,0,0,0,0.007879218,0,0,0,0.669084725,0.009611709,0.000117412,0,0,0,0,0,0,0.001898477,0,0,0.000544366,0.000543971,0.000180571,0.00063002,0.000628141,0.042525253,0.042525253,2.11E-05,0.046977316,0.630788153,0.003916286,0,0.000338732,0.000123941,0.017402203,0.045567853,0.02480314,0.0283135,0.135406261,0,0,0.042241401,0,0.006396917,0.009435386,0.020835882,0.017871901,0.047124831,0.021946887,0.001759293,0.019384386,0.027314803,0.039626457,0.017926606,0,0,0.000164939,0.069491525,0.000650457,0.000234099,0,0.001257834,0,0,0,0,0.0088916,0,0,0.231312363,0,0,0,0.000302122,0.000196276,0.000230136,0.00014775,0.000117505,0.000168081,0.000151404,0.000130791,0.000120922,0.449165377,0,0,0,0,0,0,0.212790067,0.684120707,0.000851951,0.031315402,0,0,0,0.00018777,5.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59E-05,0,0,0,0,8.90E-05,0,0.00577946,0,0.000231522,0.365457953,0.000254435,0,1
CP000243.1,0.155912758,0,0,0.002473625,0,0,0,0.04703403,0.047904389,0.006952397,0.008940853,0.018290379,0.01014167,0.004419786,0.04535958,0.004078206,0.006108202,0.004078206,0.000586392,0.050527903,0.053607423,0.003178477,0.015639422,0,0.01027082,0.054552439,0.004486221,0.000784229,0.03372149,0.366420994,1,0.002457443,0.032526007,0.004084477,0.004084477,0,0,0.008261962,0.167117474,0.055935216,0.057968672,0.060456714,0,0.008672073,0.000822448,0.000807889,0.016829767,0,0,0.002177796,0.00057349,0.000823235,0,0.036253514,0.007536453,0,0,0.000243682,0.00030494,0.000663178,0.000817062,0.000817381,0,0,0,0,0,0,0,0,0.014621212,0.014621212,2.11E-05,0.00236898,0.007711997,0.014817032,0,0.001736001,0,0.003615416,0.017100409,0.010182881,0.014072268,0.126458524,0,0.000776871,0.055272799,0,0.009659602,0.00561091,0.015147808,0.013584711,0.006742439,0.393177576,0.001308192,0.006283949,0.015478388,0.009293131,0.014903688,0.00079763,0.000780172,0,0.084458931,0,0,0,0,0,0,0,0.000269333,0.00269637,0.032532098,0.000637892,0.043949772,0,0,0.000238173,0.052367884,0,0,0,0,0,0,0,0,0.001267573,0.000419317,0,0.000400552,0.000823226,0.000833623,0.000839423,0.005139009,0.050015589,0,0.024261685,0,0,0.000313574,0,0,0.000824497,0.000789843,0.000332615,0.00033263,0.00033263,0.000332628,0.000332628,0.000332617,0.000720644,0.000784054,0.000527182,0.000823099,0.000807855,0,0,0,0.014902421,0,4.94E-05,0,0,0,9.36E-05,0.000588175,0,0,0.008284568,0,0,1
CP000247.1,0.167282257,0,0,0,0,0,0,0.018787473,0.019639153,0,0.00370898,0,0.000209107,0,0.018917507,0.000215905,0,0.000215905,0.000586392,0.022205463,0.025147976,0,0.006973644,0,0.001695654,0.026577725,0.00036317,0.000627383,0.019701324,0.019767392,0,0,0.016040658,0.000216237,0.000216237,0,0,0.000861106,0.188639649,0.018926,0.033947075,0.02539638,0,0.002760406,0.000665215,0.000653439,0,0,0,0.000220227,0.000567517,0.000669249,0,0.017736281,0.028835126,0,0.00078729,0.000243682,0.00030494,0.000819929,0.000660859,0.000661117,0,0,0,0,0,0,0,0,0.000757576,0.000757576,2.11E-05,0,0.002326896,0.001347003,0,0,0,0,0.000149566,0.025495678,0,0.172472424,0,0.000621497,0.000590101,0.000308867,0.027771355,0.001081924,0.000917431,0.029209711,0.000890965,0.022374131,0.001669073,5.33E-05,0.003161436,0.029651678,0.030580681,0.000641702,0.000624137,0,0.041512386,0,0,0,0.000325302,0,0,0,0.000269333,0.00269637,0.006178203,0.000792894,0,0,0,0.000238173,0.000276946,0,0,0,0,0,0,0,0,0,0.000545113,0,0.000245114,0.000669241,0.000677694,0.000682408,0.003175971,0.021742341,0,0,0,0,0.000159745,0,0,0.000666873,0.000635437,0.000326675,0.000326691,0.000326691,0.000326689,0.000326689,0.000326677,0.000666142,0.000627243,0.000373174,0.000669138,0.000653412,0,0,0,0,0,0,0,0,0,9.36E-05,0.001687807,0,0,0.004783352,0,0,1
CP000468.1,0.16100943,0,0,0.396793229,0,0.000392349,0,0.047867213,0.048760412,0.001063308,0.008621537,0.018617892,0.005750431,0.003690991,0.046192015,0.004174163,0.005110945,0.004174163,0.000586392,0.05086308,0.058758599,0.000541227,0.022100297,0.000326829,0.008454048,0.056508225,0.004486221,0.000784229,0.033671656,0.304946108,0.679000025,0.002457443,0.033272453,0.004180582,0.004180582,0,0,0.006865574,0.171664413,0.061340027,0.062624271,0.066156868,0,0.007206371,0.000822448,0.000807889,0.003226153,0,0,0.002202266,0.00057349,0.000823235,0,0.035784943,0.009174813,0,0.000100935,0.000243682,0.00030494,0.000663178,0.000817062,0.000817381,0,0,0,0,0,0,0,0,0.019090909,0.019090909,2.11E-05,0.002860655,0.007711997,0.009578687,0,0,0,0.003976958,0.016801276,0.010311129,0.015906732,0.130858005,0,0.000776871,0.056133363,0.000286805,0.009633911,0.002818035,0.013414883,0.013765496,0.006453477,0.354837984,0.001308192,0.005112366,0.015351931,0.008815978,0.014411586,0.00079763,0.000780172,0,0.083389831,0,0,0,0.000108434,0,0,0,0.057199609,0.258273682,0.038324163,0.000637892,0.044330289,0,0,0.267647146,0.049195599,0,0,0,0,0,0,0,0,0.001399269,0.000419317,0,0.000400552,0.000823226,0.000833623,0.000839423,0.005633758,0.050343775,0,0.022943958,0,0,0.000313574,0,0,0.000824497,0.000789843,0.000332615,0.00033263,0.00033263,0.000332628,0.000332628,0.000332617,0.000720644,0.000784054,0.000527182,0.000823099,0.000807855,0,0,0,0.002096964,0,0,0,0,0,9.36E-05,0.311221358,0,0,0.011111842,0,0,1
CP000800.1,0.090336958,0,0,0.086994099,0,0,0.027688651,0.025599974,0.023063247,0.000218114,0.010733936,0.028695236,0.000601181,0.011801768,0.025087324,0.003766343,0,0.003766343,0.000349466,0.023143958,0.029883219,9.84E-06,0.020049226,0,0.000702485,0.033859533,0.000555437,0.000542927,0.018621572,0.011396072,0,0,0.01891527,0.003772134,0.003772134,0,0,0.001745485,0.096091965,0.022113922,0.058065663,0.035463729,0,0.001832128,0.000580552,0.000570274,0,0,0.000244544,0.001247951,0.000334536,0.000586333,0,0.019732047,0.002375621,0,0.000100935,0.000348117,0.00030494,0.000422022,0.00057675,0.000576975,0,0,0.000288444,0,0,0,0,0,0.004772727,0.004772727,2.11E-05,0,0.001512482,0.002394672,0,0.00427649,0,0.002121044,0.015928806,0.003770488,0.028265225,0.088776009,0,0.000537834,0.007548376,0.00011031,0.00177264,0.021034622,0.001264016,0.003667355,0.003852822,0.010950957,0.000766871,0.009106401,0.001087534,0.003362796,0.003468154,0.000557741,0.000540119,0,0.057731421,0,0.000132867,0,0.001886752,0,0,0,0.056357944,0.101017559,0.015373106,0.000399428,0,0,0,0.087766828,0.017019562,0,0,0,0,0,0,0,0,0,0.000401347,1.76E-05,0.000382617,0.000586326,0.000593732,0.000597862,0.003255769,0.022661263,0,0.001679456,0,0,0.000212994,0,0,0.000581998,0.000552296,0.000570197,0.000570224,0.000570224,0.00057022,0.00057022,0.0005702,0.000478411,0.000542806,0.000515336,0.000586236,0.000570251,0.000260476,0,0.002991349,0,0,0,0,0.000252227,0,2.49E-05,0,0.000294154,0.000131404,0.002761523,0,0,1
CP000802.1,0.025710336,0,0,0.000119211,0,0,0.024836601,0.007106566,0.036232838,0,0.085036353,0.040762855,0.123817241,0,0.007002252,0.009092,0,0.009092,0.000586392,0.039517345,0.036378179,0,0.096477284,0,0.007969575,0.009866238,0.002520829,0.000784229,0.030532069,0,0,0,0.006368617,0.009081954,0.00910598,0,0,0.020899274,0.05841067,0.011212693,0.01327169,0.014417006,0,0.022254251,0.000822448,0.000807889,0,0,0,0.01999168,0.00057349,0.000823235,0,0.006872375,0.089454426,0.073059763,0.000928599,0.000243682,0.00030494,0.000663178,0.000817062,0.000817381,0,0,0,0,0,0,0,0,0.068661616,0.068661616,2.11E-05,0,0,0.017311482,0,0.002117074,0,0.0747186,0.028342806,0.064790828,0.062444182,0.049818282,0,0.000776871,0.063485038,0,0.085035324,0.039779589,0.002915392,0.088636364,0.076598921,0,0,0.144903611,0.057639293,0.047647179,0.069292778,0.00079763,0.000780172,0,0.013246415,0,0.000132867,0,0.004792783,0,0,0,0.000269333,0.00349886,0.000989478,0.000637892,0.000147979,0,0,0.000446575,0.018605705,0,0,0,0,0,0,0,0,0,0.000419317,0,0.000400552,0.000823226,0.000833623,0.000839423,0.002377988,0.037971152,0.001455761,0.140919309,0,0,0.000313574,0,0,0.000824497,0.000789843,0.000332615,0.00033263,0.00033263,0.000332628,0.000332628,0.000332617,0.000720644,0.000784054,0.000527182,0.000823099,0.000807855,0,0,0,5.59E-05,0,0,0,0,0,9.36E-05,0.000383592,0,0.000131404,0.000443816,0,0,0
CP000819.1,0.054701525,0,0,0,0,0,0.024836601,0.009295715,0.006716492,0,0.007246021,0.023807724,0.000548905,0,0.009956583,0.000167926,0,0.000167926,0.000586392,0.009200603,0.008782595,9.84E-06,0.000282022,0,0.006249697,0.004243356,0.000555437,0.000784229,0.00612967,0.01314276,0,0,0.008385611,0.000168184,0.000168184,0,0,0.001605846,0.060112857,0.003792529,0.008454438,0.006524484,0,0.001832128,0.000822448,0.000807889,0,0,0,0.000269166,0.00057349,0.000823235,0,0.004772483,0.000846486,0.044323118,0.000100935,0.000348117,0.00030494,0.000663178,0.000817062,0.000817381,0.000678027,0,0,0,0,0,0,0,0.003181818,0.003181818,2.11E-05,0,0.002941861,0.001820948,0,0,0,0,0.000199422,0.001487675,0.021482536,0.054685341,0,0.000776871,0.00410612,0,0.000488118,0.00244062,0.001019368,0.001136364,0.001155847,0.019158553,0.000744316,0.004792843,0.001315157,0.0019995,0.002062146,0.00079763,0.000780172,0,0.019087353,0,0,0,0,0,0,0,0.000269333,0.003755658,0.001689352,0.000637892,0.000105699,0,0,0.000238173,0.020166671,0,0,0,0,0,0,0,0,0,0.000419317,0,0.000400552,0.000823226,0.000833623,0.000839423,0.001069297,0.009008713,0,0,0,0,0.000313574,0,0,0.000824497,0.000789843,0.000332615,0.00033263,0.00033263,0.000332628,0.000332628,0.000332617,0.000720644,0.000784054,0.000527182,0.000823099,0.000807855,0,0.003748801,0,0,0,0,0,0,0,9.36E-05,0.003554624,0,0,0.003517654,0,0,0
CP000946.1,0.185089656,0,0.384031075,0,0,0.00022887,0.022816399,0,0,0,0,0.005265412,0,0,3.26E-05,0,0,0,0,0,0,0.000246012,0,0,0,0.005727657,0,0,0.000564793,0.031355174,0.001072828,0.000409574,0,0,0,0,0,0,0.239238912,0.029222623,0.026155413,0.00378841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11E-05,0.060744217,0,0,0,0,0.000123941,0,0,0,0.003451688,0.191515589,0,0,0,0.00011031,0,0,0,0,0,0.028580423,0.002932154,0,0,0,0,0,0,0,0,0.000733242,0.000234099,0,0.002342174,0,0,0,0,0.00266427,0,0,0,0,0,0,0.006999169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000851951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90E-05,0,0,0,0.000231522,0.000197252,0.000337274,0,0
CP000948.1,0.049914368,0,0,0,0.011914269,0,0.024836601,0.010766039,0.002304678,0,0.002554529,0.003426297,0.002666109,0,0.011392942,0.001847187,0,0.001847187,0.000580469,0.007843137,0.007486802,0,0.002974054,0,0.000605591,0.010704432,0.000149541,0.000542927,0.008056612,0.009478976,0.010603528,0,0.008449138,0.001850028,0.001850028,0,0,0.00111711,0.056055589,0.005734596,0.004784921,0.00643679,0,0.001025992,0.000580552,0.000570274,0,0,0,0.001174542,0.000812445,0.000586333,0,0.008260734,0.003112883,0,0.006560753,0.000278493,0.00030494,0.000572745,0.00057675,0.000576975,0,0,0,0,0,0,0,0,0.002752525,0.002752525,2.11E-05,0,0.007263238,0.000424056,0,0,0,0.002530791,0.000722904,0.004026983,0.006903377,0.051433551,0,0.000537834,0.003884832,0.142828778,0.000539499,0.004428341,0.000163099,0.002556818,0.035301483,0.009264464,0.162351137,0.004952604,0.003363767,0.003044693,0.003140085,0.000557741,0.000540119,0,0.01684485,0,0.000132867,0,0.61948342,0,0,0,0,0.004654447,0.001230814,0.000548468,0.028200575,0,0,0,0.019159596,0,0,0,0,0,0,0,0,3.29E-05,0.000329464,1.76E-05,0.000161417,0.000586326,0.000593732,0.000597862,0.002170513,0.007679559,0,0.002506266,0,0,0.000136079,0,0,0.000581998,0.000552296,0.000570197,0.000570224,0.000570224,0.00057022,0.00057022,0.0005702,0.000575304,0.000542806,0.000290247,0.000586236,0.000570251,0,0,0,0,0,0,0,0,0,0.000243262,0,0,0.000131404,0.006640805,0,0,0
CP000970.1,0.014237666,0,0,0.279340764,0,0.000163479,0.017944147,0.000898531,0.000905409,0.00760674,0.021394184,0.000277127,0,0.000822832,0.000979336,0.000167926,0.019147345,0.000167926,0.000586392,0,0.020108783,0.00912213,0.004076505,0.000163415,0.000169565,0.01555897,0.000149541,0.000627383,0.002225951,0.027158863,0,0,0.000873501,0.000168184,0.000168184,0,0,0,0.016135802,0.025045345,0.04223986,0.024519433,0,0,0.000665215,0.000653439,0.011210883,0,0,0.000171287,0.000567517,0.000669249,0,0.000954497,0.000573426,0,0.000161495,0.000243682,0.000271058,0.000819929,0.000660859,0.000661117,0,0,0,0,0,0,0,0,0,0,2.11E-05,0,0.001645448,0.000174611,0,0,0.000123941,0.000120514,0.00565859,0.000436043,0.000265514,0.014707445,0,0.000621497,0,0,0.000256904,0,0,0.000387397,0,0.027231229,0.001308192,0,0,0.000227216,0.000234335,0.000641702,0.000624137,0,0.04166884,0,0,0,0.00101928,0,0,0,0.065313268,0.286553462,0.03897577,0.000792894,0,0,0,0.322129269,0.067322944,0,0,0,0,0,0,0,0,0,0.000545113,0,0.000245114,0.000669241,0.000677694,0.000682408,0.000127677,0,0,0,0,0,0.000159745,0,0,0.000666873,0.000635437,0.000326675,0.000326691,0.000326691,0.000326689,0.000326689,0.000326677,0.000666142,0.000627243,0.000373174,0.000669138,0.000653412,0,0,0,0.001370016,0,0.000378819,0,0,0,9.36E-05,0,0,0,0.000493129,0,0,0
CP001164.1,0.283391453,0,0,0,0,0,0.02875817,0.110568362,0.096269713,0,0.013018275,0.046330587,0.011161064,0.001974798,0.090474325,0.00388629,0,0.00388629,0.000586392,0.105161723,0.118972964,0.003749225,0.023920624,0,0.007388208,0.316837216,0.004080325,0.000699773,0.033954052,0.228347463,0.045532796,0.007551517,0.090828238,0.003892266,0.003892266,0,0,0.010984919,0.290048034,0.39169308,0.365739319,0.390258875,0,0.009185069,0.000737784,0.000724724,0,0,0,0.003915139,0.000567517,0.00074032,0,0.091683732,0.005488504,0,0.000605608,0.000139247,0.00030494,0.000663178,0.000732953,0.000733239,0.000542422,0,0,0,0,0,0,0,0.021515152,0.021515152,2.11E-05,0.007330428,0.057042183,0.006136347,0,0.00114322,0,0.011497023,0.032480806,0.019442378,0.05059258,0.256105077,0,0.000693208,0.02662831,0.000419176,0.021913937,0.008932166,0.010662589,0.004571281,0.00520131,0.283870387,0.001330747,0.010570881,0.030476239,0.021153802,0.008412617,0.000713669,0.000696153,0,0.109647979,0,0,0,0.000780725,0,0,0,0.000269333,0.016370815,0.018800077,0.000637892,0.235498055,0,0,0.000238173,0.0347189,0,0,0,0,0,0,0,0,0.404306456,0.000419317,0,0.000316855,0.000740311,0.000749661,0.000754877,0.024338472,0.105889303,0,0.024468387,0,0,0.000230743,0,0,0.000739623,0.000706701,0.000326675,0.000326691,0.000326691,0.000326689,0.000326689,0.000326677,0.000720644,0.000699617,0.000444255,0.000740197,0.000724694,0,0,0,0.126488844,0,0,0,0,0,9.36E-05,0.000460311,0,0,0.04456243,0,0,1
CP001368.1,0.283391453,0,0,0,0,0,0.02875817,0.108624267,0.094310737,0,0.012846335,0.043483738,0.009618903,0.001974798,0.088531975,0.00388629,0,0.00388629,0.000586392,0.103167421,0.117085266,0.003749225,0.023920624,0,0.007388208,0.316924528,0.004080325,0.000699773,0.033655044,0.228113151,0.045532796,0.007551517,0.088985945,0.003892266,0.003892266,0,0,0.010984919,0.290048034,0.385701984,0.361213042,0.38455872,0,0.009185069,0.000737784,0.000724724,0,0,0,0.003915139,0.000567517,0.00074032,0,0.090486273,0.005488504,0,0.000605608,0.000139247,0.00030494,0.000663178,0.000732953,0.000733239,0.000542422,0,0,0,0,0,0,0,0.021515152,0.021515152,2.11E-05,0.007330428,0.057042183,0.006136347,0,0.00114322,0,0.01007496,0.032480806,0.019442378,0.049361558,0.256105077,0,0.000693208,0.02662831,0.000419176,0.021913937,0.008932166,0.010662589,0.004571281,0.00520131,0.283870387,0.000902201,0.010570881,0.030476239,0.021153802,0.008412617,0.000713669,0.000696153,0,0.109647979,0,0,0,0.000325302,0,0,0,0.000269333,0.012839855,0.018800077,0.000637892,0.203027228,0,0,0.000238173,0.036581988,0,0,0,0,0,0,0,0,0.400964673,0.000419317,0,0.000316855,0.000740311,0.000749661,0.000754877,0.024338472,0.103936594,0,0.022711418,0,0,0.000230743,0,0,0.000739623,0.000706701,0.000326675,0.000326691,0.000326691,0.000326689,0.000326689,0.000326677,0.000720644,0.000699617,0.000444255,0.000740197,0.000724694,0,0,0,0.126488844,0,0,0,0,0,9.36E-05,0.000460311,0,0,0.04456243,0,0,1
CP001396.1,0.772940181,0,0,0,0,0,0.024836601,0.050236069,0.030224212,0.083864987,0.022081941,0.035245509,0.022400544,0,0.050337871,0.01038743,0,0.01038743,0.000580469,0.039550863,0.038569829,0.000974208,0.043533997,0,0.012717407,0.054971536,0.00758385,0.000542927,0.030465622,0.025816896,0.010603528,0,0.035432383,0.010403402,0.010403402,0,0,0.018153044,0.704449004,0.037961928,0.036792163,0.039637996,0,0.019054133,0.000580552,0.000570274,0.028363265,0,0,0.006606798,0.000812445,0.000586333,0,0.038648433,0.017803506,0,0.000100935,0.000278493,0.00030494,0.000572745,0.00057675,0.000576975,0.001898477,0,0,0,0,0,0,0,0.055580808,0.055580808,2.11E-05,0,0.009074893,0.007134127,0,0,0,0.025066885,0.083757104,0.054171903,0.064495885,0.61335572,0,0.000537834,0.066410956,0.00011031,0.051021195,0.011096014,0.030173293,0.036286157,0.01736178,0.027186256,0.001849513,0.019038236,0.06492324,0.043330077,0.032150724,0.000557741,0.000540119,0,0.176792699,0,0.000132867,0,0.00047711,0,0,0,0,0.004654447,0.002172024,0.000548468,0.028200575,0,0,0,0.019084066,0,0,0,0,0,0,0,0,3.29E-05,0.000329464,1.76E-05,0.000161417,0.000586326,0.000593732,0.000597862,0.003335568,0.038250111,0,0.057980002,0,0,0.000136079,0,0,0.000581998,0.000552296,0.000570197,0.000570224,0.000570224,0.00057022,0.00057022,0.0005702,0.000575304,0.000542806,0.000290247,0.000586236,0.000570251,0,0,0.029374512,0,0,0,0,0,0,0.000243262,0.000153437,0,0.000131404,0.010750214,0,0,0
CP001509.3,0.741637951,0.066822536,0,0,0,0,0.024836601,0.045057261,0.030092516,0,0.024857536,0.040082634,0.022060745,0,0.045163712,0.004222142,0,0.004222142,0.000586392,0.039634657,0.037833947,0.000137767,0.021613168,0,0.004554043,0.04423218,0.003097629,0.000784229,0.025515374,0.024368423,0,0,0.032700707,0.004204608,0.004228635,0,0.009542034,0.015686092,1,0.031274619,0.036775998,0.035972359,0,0.016464725,0.000822448,0.000807889,0,0.066886434,0,0.00132136,0.00057349,0.000823235,0.00018272,0.033511506,0.020179127,0.020224257,0.000100935,0.000348117,0.00030494,0.000663178,0.000817062,0.000817381,0,0,0,0,0,0,0,0,0.031186869,0.031186869,2.11E-05,0,0.007429445,0.004564843,0,0,0,0.016148859,0.031059926,0.027598943,0.052982211,0.71314106,0,0.000776871,0.0558629,0.00011031,0.018625562,0.008680556,0.005280326,0.026368802,0.02607879,0.031121405,0.001285637,0.062067313,0.033435342,0.028833701,0.022847636,0.00079763,0.000780172,0,0.078904824,0,0,0,0.00047711,0.000207933,0.009188361,0.009146097,0.000269333,0.003755658,0.002365093,0.000637892,0,0,0,0.000238173,0.02041844,0,0,0,0,0,0,0,0,0,0.000419317,0,0.000400552,0.000823226,0.000833623,0.000839423,0.003367487,0.038808027,0,0.028576596,0.009027366,0,0.000313574,0,0,0.000824497,0.000789843,0.000332615,0.00033263,0.00033263,0.000332628,0.000332628,0.000332617,0.000720644,0.000784054,0.000527182,0.000823099,0.000807855,0,0,0,0,0,0,0,0,0,9.36E-05,0.000153437,0,0,0.009616017,0,0,0
CP001637.1,0.016074118,0,0,0.006347976,0,0.00022887,0,0,0,0,0,0,0.010481468,0,3.26E-05,0,0,0,0,0,0,0.000246012,0.031381397,0,0,0,0,0,0.000564793,0.018212414,0,0,0,0,0,0,0,0,0.052371403,0.02510031,0.020449071,0.000385857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012424242,0.012424242,2.11E-05,0.06128059,0,0,0,0,0.000123941,0.012798573,0,0,0,0.017300376,0,0,0,0,0,0,0,0,0,0.033415035,0.002435944,0,0,0,0,0,0,0,0.001434159,0.000496712,0.000234099,0,0.001908438,0,0,0,0,0.004108754,0.044116227,0,0,0,0,0.004674149,0.059064931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000851951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115306,0,0.000231487,0,0,0,0.000231522,0.000197252,0.000100591,0,0
